id,u_str
7088,000000000000111010101100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001110101011011
7089,000000000000111010101100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001110101011101
7090,000000000000111010101100000000000000000000000000000000000000000000000000000000000000000000000000000000010001001101100000000000000
7091,000000000000111010101100000000000000000000000000000000000000000000000000000000000000000000000000000000010001001110100000000000000
7092,000000000000111010101100000000000000000000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
7093,000000000000111010101100000000000000000000000000000000000000000000000000000000000000000000000000000000010011001101110000000000000
7094,000000000000111010101100000000000000000000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
7095,000000000000111010101100000000000000000000000000000000000000000000000000000000000000000000000000000000010011001110110000000000000
7096,000000000000111010101100000000000000000000000000000000000000000000000000000000000000000000000000000000010011010001100000000000000
7097,000000000000111010101100000000000000000000000000000000000000000000000000000000000000000000000000000000010011010010100000000000000
7098,000000000000111010101100000000000000000000000000000000000000000000000000000000000000000000000000000000010011010110100000000000000
7099,000000000000111010101100000000000000000000000000000000000000000000000000000000000000000000000000000000010011011101100000000000000
7100,000000000000111010101100000000000000000000000000000000000000000000000000000000000000000000000000000000010011011110100000000000000
7101,000000000000111010101100000000000000000000000000000000000000000000000000000000000000000000000000000000010011101101100000000000000
7102,000000000000111010101100000000000000000000000000000000000000000000000000000000000000000000000000000000010011101110100000000000000
7103,000000000000111010101100000000000000000000000000000000000000000000000000000000000000000000000000000000010011101110110000000000000
7104,000000000000111010101100000000000000000000000000000000000000000000000000000000000000000000000000000000010011111110100000000000000
7105,000000000000111010101100000000000000000000000000000000000000000000000000000000000001000000000011111001110011001101100000000000000
7106,000000000000111010101100000000000000000000000000000000000000011101011111000000000000000000000000000000000011001101100000000000000
7107,000000000000111010101100000000000000000000000000000000000000011101011111000000000000000000000000000000001001001101100000000000000
7108,000000000000111010101100000000000000000000000000000000000000011101011111000000000000000000000000000000001011001101100000000000000
7109,000000000000111010101100000000000000000000000000011011111001100000000000000000000000000000000000000000000011001101100000000000000
7110,000000000000111010101100000000000000000000000000011011111001100000000000000000000000000000000000000000001011001101100000000000000
7111,000000000000111010101100000000000000000000000000011011111001100000000000000000000000000000000000000000010011001101100000000000000
7112,000000000000111010101100000000000000000000000000011011111001100000000000000000000000000000000000000000010011001110100000000000000
7113,000000000000111010101100000000000000000000000000011011111101100000000000000000000000000000000000000000000011001110100000000000000
7114,000000000000111010101100000000000000000000000000011011111101100000000000000000000000000000000000000000001011001110100000000000000
7115,000000000000111010101100000000000000000000000000011011111101100000000000000000000000000000000000000000010000000000001110101011011
7116,000000000000111010101100000000000000000000000000011011111101100000000000000000000000000000000000000000010000000000001110101011101
7117,000000000000111010101100000000000000000000000000011011111101100000000000000000000000000000000000000000010011001101100000000000000
7118,000000000000111010101100000000000000000000000000011011111101100000000000000000000000000000000000000000010011001110100000000000000
7119,000000000000111010101100000000000000000000000000011011111110100000000000000000000000000000000000000000001000000000001110011011101
7120,000000000000111010101100000000000000000000000000011011111110100000000000000000000000000000000000000000001011001110100000000000000
7121,000000000000111010101100000000000000000000000000011011111110100000000000000000000000000000000000000000010000000000001110011011101
7122,000000000000111010101100000000000000000000000000011011111110100000000000000000000000000000000000000000010011001101100000000000000
7123,000000000000111010101100000000000000000000000000011011111110100000000000000000000000000000000000000000010011001110100000000000000
7124,000000000000111010101100000000000000011110111011100000000000000000000000000000000000000000000000000000001011001110100000000000000
7125,000000000000111010101100000000000000011110111011100000000000000000000000000000000000000000000000000000010011001101100000000000000
7126,000000000000111010101100000000000000011110111011100000000000000000000000000000000000000000000000000000010011001110100000000000000
7127,000000000000111010101100000000000000011110111110100000000000000000000000000000000000000000000000000000000011011110100000000000000
7128,000000000000111010101100000000000000011110111110100000000000000000000000000000000000000000000000000000001011001101100000000000000
7129,000000000000111010101100000000000000011110111110100000000000000000000000000000000000000000000000000000001011001110100000000000000
7130,000000000000111010101100000000000000011110111110100000000000000000000000000000000000000000000000000000010011001101100000000000000
7131,000000000000111010101100000000000000011110111110100000000000000000000000000000000000000000000000000000010011001110100000000000000
7132,000000000000111010101100000000000000011110111111100000000000000000000000000000000000000000000000000000001011001101100000000000000
7133,000000000000111010101100000000000000011110111111100000000000000000000000000000000000000000000000000000010011001110100000000000000
7134,000000000000111010101100111110111010100000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7135,000000000000111010101100111110111010100000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
7136,000000000000111010101100111110111010100000000000000000000000000000000000000000000000000000000000000000010000000000001110011011101
7137,000000000000111010101100111110111011100000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7138,000000000000111010101100111110111011100000000000000000000000000000000000000000000000000000000000000000010000000000001110011011101
7139,000000000000111010101100111110111011100000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
7140,000000000000111010101100111110111110100000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
7141,000000000000111010101100111110111110100000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7142,000000000000111010101100111110111110100000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
7143,000000000000111010101100111110111110100000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
7144,000000000000111010101100111110111111100000000000000000000000000000000000000000000000000000000000000000001000000000001110011011101
7145,000000000000111010101100111110111111100000000000000000000000000000000000000000000000000000000000000000001000000000001110101011101
7146,000000000000111010101100111110111111100000000000000000000000000000000000000000000000000000000000000000010000000000000000000011101
7147,000000000000111010101100111110111111100000000000000000000000000000000000000000000000000000000000000000010000000000001110101011011
7148,000000000000111010101101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011101
7149,000000000000111010101101000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7150,000000000000111010101101000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7151,000000000000111010101101000000000000000000000000000000000000000000000000000000000000000000000000000000000011010010100000000000000
7152,000000000000111010101101000000000000000000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
7153,000000000000111010101101000000000000000000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
7154,000000000000111010101110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011101
7155,000000000000111010101110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011101
7156,000000000000111010101110000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7157,000000000000111010101110000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7158,000000000000111010101110000000000000000000000000000000000000000000000000000000000000000000000000000000000011011110100000000000000
7159,000000000000111010101110000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101100000000000000
7160,000000000000111011011001000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7161,000000000000111011011001000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7162,000000000000111011011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001010100000000000000
7163,000000000000111011011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7164,000000000000111011011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7165,000000000000111011011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101100000000000000
7166,000000000000111011011010000000000000000000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
7167,000000000000111011011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7168,000000000000111011011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7169,000000000000111011011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011011101100000000000000
7170,000000000000111011011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101100000000000000
7171,000000000000111011011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110100000000000000
7172,000000000000111011011100000000000000000000000000000000000000011101011111000000000000000000000000000000000011001101100000000000000
7173,000000000000111011101001000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7174,000000000000111011101001000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7175,000000000000111011101001000000000000000000000000000000000000000000000000000000000000000000000000000000000011011110100000000000000
7176,000000000000111011101001000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101100000000000000
7177,000000000000111011101010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7178,000000000000111011101010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101110000000000000
7179,000000000000111011101010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7180,000000000000111011101010000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110100000000000000
7181,000000000000111011101100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7182,000000000000111011101100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7183,000000000000111011101100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110110000000000000
7184,000000000000111011101100000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110100000000000000
7185,000000000000111011101100000000000000000000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
7186,000000000000111101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011101
7187,000000000000111101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011011
7188,000000000000111101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7189,000000000000111101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7190,000000000000111101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110110000000000000
7191,000000000000111101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101000000000000000
7192,000000000000111101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7193,000000000000111101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7194,000000000000111101011010000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7195,000000000000111101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7196,000000000000111101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7197,000000000000111101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110100000000000000
7198,000000000000111101101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011011
7199,000000000000111101101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011101
7200,000000000000111101101001000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7201,000000000000111101101001000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7202,000000000000111101101001000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7203,000000000000111101101001000000000000000000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
7204,000000000000111101101001000000000000011110111011100000000000000000000000000000000000000000000000000000010011001101100000000000000
7205,000000000000111101101010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7206,000000000000111101101010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7207,000000000000111101101010000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110100000000000000
7208,000000000000111101101100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7209,000000000000111101101100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7210,000000000000111101101100000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101100000000000000
7211,000000000000111101101100000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7212,000000000000111110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7213,000000000000111110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7214,000000000000111110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110100000000000000
7215,000000000000111110011001000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7216,000000000000111110011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7217,000000000000111110011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7218,000000000000111110011010000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7219,000000000000111110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011011
7220,000000000000111110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7221,000000000000111110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7222,000000000000111110101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011101
7223,000000000000111110101001000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7224,000000000000111110101001000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7225,000000000000111110101001000000000000000000000000000000000000000000000000000000000000000000000000000000000011011110100000000000000
7226,000000000000111110101001000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101100000000000000
7227,000000000000111110101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011101
7228,000000000000111110101010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7229,000000000000111110101010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7230,000000000000111110101010000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101100000000000000
7231,000000000000111110101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011011
7232,000000000000111110101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011101
7233,000000000000111110101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011101
7234,000000000000111110101100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7235,000000000000111110101100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7236,000000000000111110101100000000000000000000000000000000000000000000000000000000000000000000000000000000000011011101100000000000000
7237,000000000000111110101100000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110100000000000000
7238,000000000000111110101100000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110110000000000000
7239,000000000000111110101100000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7240,000001011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7241,000001011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7242,000001011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7243,000001011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7244,000001101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7245,000001101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7246,000001101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7247,000001101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7248,000010011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7249,000010011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7250,000010011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7251,000010101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7252,000010101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7253,000101101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7254,000101101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7255,000101101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7256,000110101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7257,001001011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7258,001010011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7259,001010011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7260,001010101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7261,001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7262,010010011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7263,010010101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7264,010010101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7265,010101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011011
7266,010101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011101
7267,010101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011101
7268,010101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101000000000000000
7269,010101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7270,010101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101110000000000000
7271,010101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7272,010101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111001110100000000000000
7273,010101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001110101011011
7274,010101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
7275,010101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7276,010101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
7277,010101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
7278,010101011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011011110100000000000000
7279,010101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011011
7280,010101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011011
7281,010101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011101
7282,010101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7283,010101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101110000000000000
7284,010101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7285,010101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110110000000000000
7286,010101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110100000000000000
7287,010101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
7288,010101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7289,010101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
7290,010101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
7291,010101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011011
7292,010101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011101
7293,010101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7294,010101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101110000000000000
7295,010101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7296,010101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110110000000000000
7297,010101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011011101100000000000000
7298,010101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101100000000000000
7299,010101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110100000000000000
7300,010101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
7301,010101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7302,010101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011101110100000000000000
7303,010101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001110101011101
7304,010101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
7305,010101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
7306,010101101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011011
7307,010101101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011101
7308,010101101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011011
7309,010101101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7310,010101101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7311,010101101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011010010100000000000000
7312,010101101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101100000000000000
7313,010101101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110100000000000000
7314,010101101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
7315,010101101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7316,010101101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
7317,010101101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
7318,010101101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011011101100000000000000
7319,010101101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011011
7320,010101101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011101
7321,010101101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7322,010101101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101110000000000000
7323,010101101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7324,010101101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101100000000000000
7325,010101101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111001101100000000000000
7326,010101101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
7327,010101101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7328,010101101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
7329,010101101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
7330,010101101010000000000000111110111010100000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
7331,010101101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011011
7332,010101101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011011
7333,010101101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7334,010101101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7335,010101101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
7336,010101101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7337,010101101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
7338,010101101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
7339,010101101101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7340,010110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011011
7341,010110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011101
7342,010110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011011
7343,010110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7344,010110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101110000000000000
7345,010110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7346,010110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110110000000000000
7347,010110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011011101100000000000000
7348,010110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011011110100000000000000
7349,010110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101100000000000000
7350,010110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110100000000000000
7351,010110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111001101100000000000000
7352,010110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
7353,010110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7354,010110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
7355,010110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
7356,010110011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011101101100000000000000
7357,010110011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011011
7358,010110011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011101
7359,010110011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011011
7360,010110011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7361,010110011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101110000000000000
7362,010110011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7363,010110011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011011101100000000000000
7364,010110011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101100000000000000
7365,010110011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110100000000000000
7366,010110011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
7367,010110011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7368,010110011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
7369,010110011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
7370,010110011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011011101100000000000000
7371,010110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011101
7372,010110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011011
7373,010110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011101
7374,010110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7375,010110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
7376,010110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011011101100000000000000
7377,010110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101100000000000000
7378,010110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001110101011101
7379,010110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
7380,010110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
7381,010110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
7382,010110011101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
7383,010110101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011101
7384,010110101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011011
