line,station,feature_nr,name,nunique,nunique_fault,unique,unique_fault,val_most_common,val_most_common_fault,nunique_diff,same_most_common,prod_passed,prod_passed_rel,prod_passed_fault,prod_passed_fault_rel,ratio_fault,different_most_common
1,25,1944,L1_S25_F1944,1,1,[ 1.],[ 1.],1.0,1.0,0,1,218,0.000184160973586,0,0.0,0.0,0
1,25,1946,L1_S25_F1946,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27979,0.0236359627522,144,0.0209332751853,0.885653586648,0
1,25,1947,L1_S25_F1947,16,4,"[  7.86432000e+05   5.24288000e+05   8.91289600e+06   2.62144000e+05
   9.17400000e+03   9.17000000e+02   9.17640000e+04   1.11418880e+07
   6.55300000e+03   8.38880000e+04   2.51600000e+03   8.67520000e+04
   4.19440000e+04   1.13776000e+05   4.71859200e+06   6.40000000e+01]",[  786432.   524288.  8912896.   262144.],524288.0,524288.0,12,1,218,0.000184160973586,0,0.0,0.0,0
1,25,1949,L1_S25_F1949,1,1,[ 1.],[ 1.],1.0,1.0,0,1,218,0.000184160973586,0,0.0,0.0,0
1,25,1951,L1_S25_F1951,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27979,0.0236359627522,144,0.0209332751853,0.885653586648,0
1,25,1952,L1_S25_F1952,16,4,"[  7.86432000e+05   5.24288000e+05   8.91289600e+06   2.62144000e+05
   9.17400000e+03   9.17000000e+02   9.17640000e+04   1.11418880e+07
   6.55300000e+03   8.38880000e+04   2.51600000e+03   8.67520000e+04
   4.19440000e+04   1.13776000e+05   4.71859200e+06   6.40000000e+01]",[  786432.   524288.  8912896.   262144.],524288.0,524288.0,12,1,218,0.000184160973586,0,0.0,0.0,0
1,25,1954,L1_S25_F1954,1,1,[ 1.],[ 1.],1.0,1.0,0,1,218,0.000184160973586,0,0.0,0.0,0
1,25,1956,L1_S25_F1956,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27979,0.0236359627522,144,0.0209332751853,0.885653586648,0
1,25,1957,L1_S25_F1957,16,4,"[  7.86432000e+05   5.24288000e+05   8.91289600e+06   2.62144000e+05
   9.17400000e+03   9.17000000e+02   9.17640000e+04   1.11418880e+07
   6.55300000e+03   8.38880000e+04   2.51600000e+03   8.67520000e+04
   4.19440000e+04   1.13776000e+05   4.71859200e+06   6.40000000e+01]",[  786432.   524288.  8912896.   262144.],524288.0,524288.0,12,1,218,0.000184160973586,0,0.0,0.0,0
1,25,1959,L1_S25_F1959,1,1,[ 1.],[ 1.],1.0,1.0,0,1,218,0.000184160973586,0,0.0,0.0,0
1,25,1961,L1_S25_F1961,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27979,0.0236359627522,144,0.0209332751853,0.885653586648,0
1,25,1962,L1_S25_F1962,16,4,"[  7.86432000e+05   5.24288000e+05   8.91289600e+06   2.62144000e+05
   9.17400000e+03   9.17000000e+02   9.17640000e+04   1.11418880e+07
   6.55300000e+03   8.38880000e+04   2.51600000e+03   8.67520000e+04
   4.19440000e+04   1.13776000e+05   4.71859200e+06   6.40000000e+01]",[  786432.   524288.  8912896.   262144.],524288.0,524288.0,12,1,218,0.000184160973586,0,0.0,0.0,0
1,25,1964,L1_S25_F1964,1,1,[ 1.],[ 1.],1.0,1.0,0,1,218,0.000184160973586,0,0.0,0.0,0
1,25,1966,L1_S25_F1966,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27979,0.0236359627522,144,0.0209332751853,0.885653586648,0
1,25,1967,L1_S25_F1967,16,4,"[  7.86432000e+05   5.24288000e+05   8.91289600e+06   2.62144000e+05
   9.17400000e+03   9.17000000e+02   9.17640000e+04   1.11418880e+07
   6.55300000e+03   8.38880000e+04   2.51600000e+03   8.67520000e+04
   4.19440000e+04   1.13776000e+05   4.71859200e+06   6.40000000e+01]",[  786432.   524288.  8912896.   262144.],524288.0,524288.0,12,1,218,0.000184160973586,0,0.0,0.0,0
1,25,1969,L1_S25_F1969,1,1,[ 1.],[ 1.],1.0,1.0,0,1,218,0.000184160973586,0,0.0,0.0,0
1,25,1971,L1_S25_F1971,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27979,0.0236359627522,144,0.0209332751853,0.885653586648,0
1,25,1972,L1_S25_F1972,16,4,"[  7.86432000e+05   5.24288000e+05   8.91289600e+06   2.62144000e+05
   9.17400000e+03   9.17000000e+02   9.17640000e+04   1.11418880e+07
   6.55300000e+03   8.38880000e+04   2.51600000e+03   8.67520000e+04
   4.19440000e+04   1.13776000e+05   4.71859200e+06   6.40000000e+01]",[  786432.   524288.  8912896.   262144.],524288.0,524288.0,12,1,218,0.000184160973586,0,0.0,0.0,0
1,25,1974,L1_S25_F1974,1,1,[ 1.],[ 1.],1.0,1.0,0,1,218,0.000184160973586,0,0.0,0.0,0
1,25,1976,L1_S25_F1976,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27979,0.0236359627522,144,0.0209332751853,0.885653586648,0
1,25,1977,L1_S25_F1977,16,4,"[  7.86432000e+05   5.24288000e+05   8.91289600e+06   2.62144000e+05
   9.17400000e+03   9.17000000e+02   9.17640000e+04   1.11418880e+07
   6.55300000e+03   8.38880000e+04   2.51600000e+03   8.67520000e+04
   4.19440000e+04   1.13776000e+05   4.71859200e+06   6.40000000e+01]",[  786432.   524288.  8912896.   262144.],524288.0,524288.0,12,1,218,0.000184160973586,0,0.0,0.0,0
1,25,1979,L1_S25_F1979,1,1,[ 1.],[ 1.],1.0,1.0,0,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,1981,L1_S25_F1981,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27528,0.0232549691784,139,0.0202064253525,0.868907853523,0
1,25,1982,L1_S25_F1982,11,3,"[  6.55300000e+03   5.24288000e+05   8.38880000e+04   2.62144000e+05
   2.51600000e+03   5.24544000e+05   7.86432000e+05   1.11418880e+07
   8.91289600e+06   6.40000000e+01   4.71859200e+06]",[   6553.  524288.   83888.],524288.0,524288.0,8,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,1983,L1_S25_F1983,1,1,[ 1.],[ 1.],1.0,1.0,0,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,1985,L1_S25_F1985,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27528,0.0232549691784,139,0.0202064253525,0.868907853523,0
1,25,1986,L1_S25_F1986,11,3,"[  6.55300000e+03   5.24288000e+05   8.38880000e+04   2.62144000e+05
   2.51600000e+03   5.24544000e+05   7.86432000e+05   1.11418880e+07
   8.91289600e+06   6.40000000e+01   4.71859200e+06]",[   6553.  524288.   83888.],524288.0,524288.0,8,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,1988,L1_S25_F1988,1,1,[ 1.],[ 1.],1.0,1.0,0,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,1990,L1_S25_F1990,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27528,0.0232549691784,139,0.0202064253525,0.868907853523,0
1,25,1991,L1_S25_F1991,11,3,"[  6.55300000e+03   5.24288000e+05   8.38880000e+04   2.62144000e+05
   2.51600000e+03   5.24544000e+05   7.86432000e+05   1.11418880e+07
   8.91289600e+06   6.40000000e+01   4.71859200e+06]",[   6553.  524288.   83888.],524288.0,524288.0,8,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,1993,L1_S25_F1993,1,1,[ 1.],[ 1.],1.0,1.0,0,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,1995,L1_S25_F1995,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27528,0.0232549691784,139,0.0202064253525,0.868907853523,0
1,25,1996,L1_S25_F1996,11,3,"[  6.55300000e+03   5.24288000e+05   8.38880000e+04   2.62144000e+05
   2.51600000e+03   5.24544000e+05   7.86432000e+05   1.11418880e+07
   8.91289600e+06   6.40000000e+01   4.71859200e+06]",[   6553.  524288.   83888.],524288.0,524288.0,8,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,1998,L1_S25_F1998,1,1,[ 1.],[ 1.],1.0,1.0,0,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2000,L1_S25_F2000,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27528,0.0232549691784,139,0.0202064253525,0.868907853523,0
1,25,2001,L1_S25_F2001,11,3,"[  6.55300000e+03   5.24288000e+05   8.38880000e+04   2.62144000e+05
   2.51600000e+03   5.24544000e+05   7.86432000e+05   1.11418880e+07
   8.91289600e+06   6.40000000e+01   4.71859200e+06]",[   6553.  524288.   83888.],524288.0,524288.0,8,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2003,L1_S25_F2003,1,1,[ 1.],[ 1.],1.0,1.0,0,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2005,L1_S25_F2005,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27528,0.0232549691784,139,0.0202064253525,0.868907853523,0
1,25,2006,L1_S25_F2006,11,3,"[  6.55300000e+03   5.24288000e+05   8.38880000e+04   2.62144000e+05
   2.51600000e+03   5.24544000e+05   7.86432000e+05   1.11418880e+07
   8.91289600e+06   6.40000000e+01   4.71859200e+06]",[   6553.  524288.   83888.],524288.0,524288.0,8,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2008,L1_S25_F2008,1,1,[ 1.],[ 1.],1.0,1.0,0,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2010,L1_S25_F2010,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27528,0.0232549691784,139,0.0202064253525,0.868907853523,0
1,25,2011,L1_S25_F2011,11,3,"[  6.55300000e+03   5.24288000e+05   8.38880000e+04   2.62144000e+05
   2.51600000e+03   5.24544000e+05   7.86432000e+05   1.11418880e+07
   8.91289600e+06   6.40000000e+01   4.71859200e+06]",[   6553.  524288.   83888.],524288.0,524288.0,8,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2012,L1_S25_F2012,1,1,[ 1.],[ 1.],1.0,1.0,0,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2014,L1_S25_F2014,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27528,0.0232549691784,139,0.0202064253525,0.868907853523,0
1,25,2015,L1_S25_F2015,11,3,"[  6.55300000e+03   5.24288000e+05   8.38880000e+04   2.62144000e+05
   2.51600000e+03   5.24544000e+05   7.86432000e+05   1.11418880e+07
   8.91289600e+06   6.40000000e+01   4.71859200e+06]",[   6553.  524288.   83888.],524288.0,524288.0,8,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2017,L1_S25_F2017,1,1,[ 1.],[ 1.],1.0,1.0,0,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2019,L1_S25_F2019,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27528,0.0232549691784,139,0.0202064253525,0.868907853523,0
1,25,2020,L1_S25_F2020,11,3,"[  6.55300000e+03   5.24288000e+05   8.38880000e+04   2.62144000e+05
   2.51600000e+03   5.24544000e+05   7.86432000e+05   1.11418880e+07
   8.91289600e+06   6.40000000e+01   4.71859200e+06]",[   6553.  524288.   83888.],524288.0,524288.0,8,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2022,L1_S25_F2022,1,1,[ 1.],[ 1.],1.0,1.0,0,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2024,L1_S25_F2024,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27528,0.0232549691784,139,0.0202064253525,0.868907853523,0
1,25,2025,L1_S25_F2025,11,3,"[  6.55300000e+03   5.24288000e+05   8.38880000e+04   2.62144000e+05
   2.51600000e+03   5.24544000e+05   7.86432000e+05   1.11418880e+07
   8.91289600e+06   6.40000000e+01   4.71859200e+06]",[   6553.  524288.   83888.],524288.0,524288.0,8,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2027,L1_S25_F2027,1,1,[ 1.],[ 1.],1.0,1.0,0,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2029,L1_S25_F2029,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27528,0.0232549691784,139,0.0202064253525,0.868907853523,0
1,25,2030,L1_S25_F2030,11,3,"[  6.55300000e+03   5.24288000e+05   8.38880000e+04   2.62144000e+05
   2.51600000e+03   5.24544000e+05   7.86432000e+05   1.11418880e+07
   8.91289600e+06   6.40000000e+01   4.71859200e+06]",[   6553.  524288.   83888.],524288.0,524288.0,8,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2032,L1_S25_F2032,1,1,[ 1.],[ 1.],1.0,1.0,0,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2034,L1_S25_F2034,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27528,0.0232549691784,139,0.0202064253525,0.868907853523,0
1,25,2035,L1_S25_F2035,11,3,"[  6.55300000e+03   5.24288000e+05   8.38880000e+04   2.62144000e+05
   2.51600000e+03   5.24544000e+05   7.86432000e+05   1.11418880e+07
   8.91289600e+06   6.40000000e+01   4.71859200e+06]",[   6553.  524288.   83888.],524288.0,524288.0,8,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2037,L1_S25_F2037,1,1,[ 1.],[ 1.],1.0,1.0,0,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2039,L1_S25_F2039,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27528,0.0232549691784,139,0.0202064253525,0.868907853523,0
1,25,2040,L1_S25_F2040,11,3,"[  6.55300000e+03   5.24288000e+05   8.38880000e+04   2.62144000e+05
   2.51600000e+03   5.24544000e+05   7.86432000e+05   1.11418880e+07
   8.91289600e+06   6.40000000e+01   4.71859200e+06]",[   6553.  524288.   83888.],524288.0,524288.0,8,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2042,L1_S25_F2042,1,1,[ 1.],[ 1.],1.0,1.0,0,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2044,L1_S25_F2044,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27528,0.0232549691784,139,0.0202064253525,0.868907853523,0
1,25,2045,L1_S25_F2045,11,3,"[  6.55300000e+03   5.24288000e+05   8.38880000e+04   2.62144000e+05
   2.51600000e+03   5.24544000e+05   7.86432000e+05   1.11418880e+07
   8.91289600e+06   6.40000000e+01   4.71859200e+06]",[   6553.  524288.   83888.],524288.0,524288.0,8,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2047,L1_S25_F2047,1,1,[ 1.],[ 1.],1.0,1.0,0,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2049,L1_S25_F2049,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27528,0.0232549691784,139,0.0202064253525,0.868907853523,0
1,25,2050,L1_S25_F2050,11,3,"[  6.55300000e+03   5.24288000e+05   8.38880000e+04   2.62144000e+05
   2.51600000e+03   5.24544000e+05   7.86432000e+05   1.11418880e+07
   8.91289600e+06   6.40000000e+01   4.71859200e+06]",[   6553.  524288.   83888.],524288.0,524288.0,8,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2052,L1_S25_F2052,1,1,[ 1.],[ 1.],1.0,1.0,0,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2054,L1_S25_F2054,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27528,0.0232549691784,139,0.0202064253525,0.868907853523,0
1,25,2055,L1_S25_F2055,11,3,"[  6.55300000e+03   5.24288000e+05   8.38880000e+04   2.62144000e+05
   2.51600000e+03   5.24544000e+05   7.86432000e+05   1.11418880e+07
   8.91289600e+06   6.40000000e+01   4.71859200e+06]",[   6553.  524288.   83888.],524288.0,524288.0,8,1,115,9.71491374424e-05,0,0.0,0.0,0
1,25,2057,L1_S25_F2057,1,1,[ 1.],[ 1.],1.0,1.0,0,1,7,5.91342575736e-06,0,0.0,0.0,0
1,25,2059,L1_S25_F2059,1,1,[ 1.],[ 1.],1.0,1.0,0,1,3,2.53432532458e-06,0,0.0,0.0,0
1,25,2060,L1_S25_F2060,5,5,"[  2.56000000e+02   1.60000000e+01   3.20000000e+01   4.00000000e+00
   3.35544320e+07]","[  2.56000000e+02   1.60000000e+01   3.20000000e+01   4.00000000e+00
   3.35544320e+07]",16.0,16.0,0,1,7,5.91342575736e-06,0,0.0,0.0,0
1,25,2062,L1_S25_F2062,1,1,[ 1.],[ 1.],1.0,1.0,0,1,7,5.91342575736e-06,0,0.0,0.0,0
1,25,2064,L1_S25_F2064,1,1,[ 1.],[ 1.],1.0,1.0,0,1,3,2.53432532458e-06,0,0.0,0.0,0
1,25,2065,L1_S25_F2065,5,5,"[  2.56000000e+02   1.60000000e+01   3.20000000e+01   4.00000000e+00
   3.35544320e+07]","[  2.56000000e+02   1.60000000e+01   3.20000000e+01   4.00000000e+00
   3.35544320e+07]",16.0,16.0,0,1,7,5.91342575736e-06,0,0.0,0.0,0
1,25,2067,L1_S25_F2067,1,1,[ 1.],[ 1.],1.0,1.0,0,1,7,5.91342575736e-06,0,0.0,0.0,0
1,25,2069,L1_S25_F2069,1,1,[ 1.],[ 1.],1.0,1.0,0,1,3,2.53432532458e-06,0,0.0,0.0,0
1,25,2070,L1_S25_F2070,5,5,"[  2.56000000e+02   1.60000000e+01   3.20000000e+01   4.00000000e+00
   3.35544320e+07]","[  2.56000000e+02   1.60000000e+01   3.20000000e+01   4.00000000e+00
   3.35544320e+07]",16.0,16.0,0,1,7,5.91342575736e-06,0,0.0,0.0,0
1,25,2072,L1_S25_F2072,1,1,[ 1.],[ 1.],1.0,1.0,0,1,7,5.91342575736e-06,0,0.0,0.0,0
1,25,2074,L1_S25_F2074,1,1,[ 1.],[ 1.],1.0,1.0,0,1,3,2.53432532458e-06,0,0.0,0.0,0
1,25,2075,L1_S25_F2075,5,5,"[  2.56000000e+02   1.60000000e+01   3.20000000e+01   4.00000000e+00
   3.35544320e+07]","[  2.56000000e+02   1.60000000e+01   3.20000000e+01   4.00000000e+00
   3.35544320e+07]",16.0,16.0,0,1,7,5.91342575736e-06,0,0.0,0.0,0
1,25,2077,L1_S25_F2077,1,1,[ 1.],[ 1.],1.0,1.0,0,1,7,5.91342575736e-06,0,0.0,0.0,0
1,25,2079,L1_S25_F2079,1,1,[ 1.],[ 1.],1.0,1.0,0,1,3,2.53432532458e-06,0,0.0,0.0,0
1,25,2080,L1_S25_F2080,5,5,"[  2.56000000e+02   1.60000000e+01   3.20000000e+01   4.00000000e+00
   3.35544320e+07]","[  2.56000000e+02   1.60000000e+01   3.20000000e+01   4.00000000e+00
   3.35544320e+07]",16.0,16.0,0,1,7,5.91342575736e-06,0,0.0,0.0,0
1,25,2082,L1_S25_F2082,1,1,[ 1.],[ 1.],1.0,1.0,0,1,7,5.91342575736e-06,0,0.0,0.0,0
1,25,2084,L1_S25_F2084,1,1,[ 1.],[ 1.],1.0,1.0,0,1,3,2.53432532458e-06,0,0.0,0.0,0
1,25,2085,L1_S25_F2085,5,5,"[  2.56000000e+02   1.60000000e+01   3.20000000e+01   4.00000000e+00
   3.35544320e+07]","[  2.56000000e+02   1.60000000e+01   3.20000000e+01   4.00000000e+00
   3.35544320e+07]",16.0,16.0,0,1,7,5.91342575736e-06,0,0.0,0.0,0
1,25,2087,L1_S25_F2087,1,1,[ 1.],[ 1.],1.0,1.0,0,1,7,5.91342575736e-06,0,0.0,0.0,0
1,25,2089,L1_S25_F2089,1,1,[ 1.],[ 1.],1.0,1.0,0,1,3,2.53432532458e-06,0,0.0,0.0,0
1,25,2090,L1_S25_F2090,5,5,"[  2.56000000e+02   1.60000000e+01   3.20000000e+01   4.00000000e+00
   3.35544320e+07]","[  2.56000000e+02   1.60000000e+01   3.20000000e+01   4.00000000e+00
   3.35544320e+07]",16.0,16.0,0,1,7,5.91342575736e-06,0,0.0,0.0,0
1,25,2092,L1_S25_F2092,1,1,[ 1.],[ 1.],1.0,1.0,0,1,7,5.91342575736e-06,0,0.0,0.0,0
1,25,2094,L1_S25_F2094,1,1,[ 1.],[ 1.],1.0,1.0,0,1,3,2.53432532458e-06,0,0.0,0.0,0
1,25,2095,L1_S25_F2095,5,5,"[  2.56000000e+02   1.60000000e+01   3.20000000e+01   4.00000000e+00
   3.35544320e+07]","[  2.56000000e+02   1.60000000e+01   3.20000000e+01   4.00000000e+00
   3.35544320e+07]",16.0,16.0,0,1,7,5.91342575736e-06,0,0.0,0.0,0
1,25,2097,L1_S25_F2097,1,1,[ 1.],[ 1.],1.0,1.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,25,2099,L1_S25_F2099,1,1,[ 1.],[ 1.],1.0,1.0,0,1,5362,0.00452968413014,36,0.00523331879634,1.1553385724,0
1,25,2100,L1_S25_F2100,2,2,[  4.00000000e+00   1.34217728e+08],[  4.00000000e+00   1.34217728e+08],134217728.0,134217728.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,25,2102,L1_S25_F2102,1,1,[ 1.],[ 1.],1.0,1.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,25,2104,L1_S25_F2104,1,1,[ 1.],[ 1.],1.0,1.0,0,1,5362,0.00452968413014,36,0.00523331879634,1.1553385724,0
1,25,2105,L1_S25_F2105,2,2,[  4.00000000e+00   1.34217728e+08],[  4.00000000e+00   1.34217728e+08],134217728.0,134217728.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,25,2107,L1_S25_F2107,1,1,[ 1.],[ 1.],1.0,1.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,25,2109,L1_S25_F2109,1,1,[ 1.],[ 1.],1.0,1.0,0,1,5362,0.00452968413014,36,0.00523331879634,1.1553385724,0
1,25,2110,L1_S25_F2110,2,2,[  4.00000000e+00   1.34217728e+08],[  4.00000000e+00   1.34217728e+08],134217728.0,134217728.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,25,2112,L1_S25_F2112,1,1,[ 1.],[ 1.],1.0,1.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,25,2114,L1_S25_F2114,1,1,[ 1.],[ 1.],1.0,1.0,0,1,5362,0.00452968413014,36,0.00523331879634,1.1553385724,0
1,25,2115,L1_S25_F2115,2,2,[  4.00000000e+00   1.34217728e+08],[  4.00000000e+00   1.34217728e+08],134217728.0,134217728.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,25,2117,L1_S25_F2117,1,1,[ 1.],[ 1.],1.0,1.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,25,2119,L1_S25_F2119,1,1,[ 1.],[ 1.],1.0,1.0,0,1,5362,0.00452968413014,36,0.00523331879634,1.1553385724,0
1,25,2120,L1_S25_F2120,2,2,[  4.00000000e+00   1.34217728e+08],[  4.00000000e+00   1.34217728e+08],134217728.0,134217728.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,25,2122,L1_S25_F2122,1,1,[ 1.],[ 1.],1.0,1.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,25,2124,L1_S25_F2124,1,1,[ 1.],[ 1.],1.0,1.0,0,1,5362,0.00452968413014,36,0.00523331879634,1.1553385724,0
1,25,2125,L1_S25_F2125,2,2,[  4.00000000e+00   1.34217728e+08],[  4.00000000e+00   1.34217728e+08],134217728.0,134217728.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,25,2127,L1_S25_F2127,1,1,[ 1.],[ 1.],1.0,1.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,25,2129,L1_S25_F2129,1,1,[ 1.],[ 1.],1.0,1.0,0,1,5362,0.00452968413014,36,0.00523331879634,1.1553385724,0
1,25,2130,L1_S25_F2130,2,2,[  4.00000000e+00   1.34217728e+08],[  4.00000000e+00   1.34217728e+08],134217728.0,134217728.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,25,2132,L1_S25_F2132,1,1,[ 1.],[ 1.],1.0,1.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,25,2134,L1_S25_F2134,1,1,[ 1.],[ 1.],1.0,1.0,0,1,5362,0.00452968413014,36,0.00523331879634,1.1553385724,0
1,25,2135,L1_S25_F2135,2,2,[  4.00000000e+00   1.34217728e+08],[  4.00000000e+00   1.34217728e+08],134217728.0,134217728.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,25,2137,L1_S25_F2137,1,1,[ 1.],[ 1.],1.0,1.0,0,1,42,3.54805545442e-05,0,0.0,0.0,0
1,25,2139,L1_S25_F2139,1,1,[ 1.],[ 1.],1.0,1.0,0,1,42,3.54805545442e-05,0,0.0,0.0,0
1,25,2141,L1_S25_F2141,1,1,[ 3.],[ 3.],3.0,3.0,0,1,54992,0.0464558727498,282,0.0409943305713,0.882435914875,0
1,25,2142,L1_S25_F2142,1,1,[ 1.],[ 1.],1.0,1.0,0,1,42,3.54805545442e-05,0,0.0,0.0,0
1,25,2145,L1_S25_F2145,1,1,[ 1.],[ 1.],1.0,1.0,0,1,42,3.54805545442e-05,0,0.0,0.0,0
1,25,2148,L1_S25_F2148,1,1,[ 1.],[ 1.],1.0,1.0,0,1,42,3.54805545442e-05,0,0.0,0.0,0
1,25,2150,L1_S25_F2150,1,1,[ 1.],[ 1.],1.0,1.0,0,1,42,3.54805545442e-05,0,0.0,0.0,0
1,25,2153,L1_S25_F2153,1,1,[ 1.],[ 1.],1.0,1.0,0,1,42,3.54805545442e-05,0,0.0,0.0,0
1,25,2156,L1_S25_F2156,1,1,[ 1.],[ 1.],1.0,1.0,0,1,42,3.54805545442e-05,0,0.0,0.0,0
1,25,2159,L1_S25_F2159,1,1,[ 1.],[ 1.],1.0,1.0,0,1,42,3.54805545442e-05,0,0.0,0.0,0
1,25,2162,L1_S25_F2162,1,1,[ 1.],[ 1.],1.0,1.0,0,1,42,3.54805545442e-05,0,0.0,0.0,0
1,25,2165,L1_S25_F2165,1,1,[ 1.],[ 1.],1.0,1.0,0,1,42,3.54805545442e-05,0,0.0,0.0,0
1,25,2168,L1_S25_F2168,1,1,[ 1.],[ 1.],1.0,1.0,0,1,42,3.54805545442e-05,0,0.0,0.0,0
1,25,2171,L1_S25_F2171,1,1,[ 1.],[ 1.],1.0,1.0,0,1,42,3.54805545442e-05,0,0.0,0.0,0
1,25,2174,L1_S25_F2174,1,1,[ 1.],[ 1.],1.0,1.0,0,1,42,3.54805545442e-05,0,0.0,0.0,0
1,25,2177,L1_S25_F2177,1,1,[ 1.],[ 1.],1.0,1.0,0,1,42,3.54805545442e-05,0,0.0,0.0,0
1,25,2179,L1_S25_F2179,1,1,[ 1.],[ 1.],1.0,1.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,25,2182,L1_S25_F2182,1,1,[ 1.],[ 1.],1.0,1.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,25,2185,L1_S25_F2185,1,1,[ 1.],[ 1.],1.0,1.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,25,2188,L1_S25_F2188,1,1,[ 1.],[ 1.],1.0,1.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,25,2191,L1_S25_F2191,1,1,[ 1.],[ 1.],1.0,1.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,25,2194,L1_S25_F2194,1,1,[ 1.],[ 1.],1.0,1.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,25,2197,L1_S25_F2197,1,1,[ 1.],[ 1.],1.0,1.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,25,2200,L1_S25_F2200,1,1,[ 1.],[ 1.],1.0,1.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,25,2203,L1_S25_F2203,1,1,[ 1.],[ 1.],1.0,1.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,25,2205,L1_S25_F2205,1,1,[ 1.],[ 1.],1.0,1.0,0,1,9,7.60297597375e-06,0,0.0,0.0,0
