line,station,feature_nr,feat_nr_dat,name_dat,name_cat,name_num,station_V2
1,24,1404,,,L1_S24_F1404,,24.209
1,24,1405,,,L1_S24_F1405,,24.209
1,24,1406,,,,L1_S24_F1406,24.209
1,24,1407,1408.0,L1_S24_D1408,L1_S24_F1407,,24.209
1,24,1409,,,L1_S24_F1409,,24.209
1,24,1410,,,L1_S24_F1410,,24.209
1,24,1411,,,,L1_S24_F1411,24.209
1,24,1412,1413.0,L1_S24_D1413,L1_S24_F1412,,24.21
1,24,1414,,,L1_S24_F1414,,24.21
1,24,1415,,,L1_S24_F1415,,24.21
1,24,1416,,,,L1_S24_F1416,24.21
1,24,1417,1418.0,L1_S24_D1418,L1_S24_F1417,,24.21
1,24,1419,,,L1_S24_F1419,,24.21
1,24,1420,,,L1_S24_F1420,,24.21
1,24,1421,,,,L1_S24_F1421,24.21
1,24,1422,1423.0,L1_S24_D1423,L1_S24_F1422,,24.21
1,24,1424,,,L1_S24_F1424,,24.21
1,24,1425,,,L1_S24_F1425,,24.21
1,24,1426,,,,L1_S24_F1426,24.21
1,24,1427,1428.0,L1_S24_D1428,L1_S24_F1427,,24.21
1,24,1429,,,L1_S24_F1429,,24.21
1,24,1430,,,L1_S24_F1430,,24.21
1,24,1431,,,,L1_S24_F1431,24.21
1,24,1432,1433.0,L1_S24_D1433,L1_S24_F1432,,24.21
1,24,1434,,,L1_S24_F1434,,24.21
1,24,1435,,,L1_S24_F1435,,24.21
1,24,1436,,,,L1_S24_F1436,24.21
1,24,1437,1438.0,L1_S24_D1438,L1_S24_F1437,,24.21
1,24,1439,,,L1_S24_F1439,,24.21
1,24,1440,,,L1_S24_F1440,,24.21
1,24,1441,,,,L1_S24_F1441,24.21
1,24,1442,1443.0,L1_S24_D1443,L1_S24_F1442,,24.21
1,24,1444,,,L1_S24_F1444,,24.21
1,24,1445,,,L1_S24_F1445,,24.21
1,24,1446,,,,L1_S24_F1446,24.21
1,24,1447,1448.0,L1_S24_D1448,L1_S24_F1447,,24.21
1,24,1449,,,L1_S24_F1449,,24.21
1,24,1450,,,L1_S24_F1450,,24.21
1,24,1451,,,,L1_S24_F1451,24.21
1,24,1452,1453.0,L1_S24_D1453,L1_S24_F1452,,24.21
1,24,1454,,,L1_S24_F1454,,24.21
1,24,1455,,,L1_S24_F1455,,24.21
1,24,1456,1457.0,L1_S24_D1457,L1_S24_F1456,,24.211
1,24,1458,,,L1_S24_F1458,,24.211
1,24,1459,,,L1_S24_F1459,,24.211
1,24,1460,1461.0,L1_S24_D1461,L1_S24_F1460,,24.211
1,24,1462,,,L1_S24_F1462,,24.211
1,24,1463,,,,L1_S24_F1463,24.211
1,24,1464,1465.0,L1_S24_D1465,L1_S24_F1464,,24.211
1,24,1466,,,L1_S24_F1466,,24.211
1,24,1467,,,,L1_S24_F1467,24.211
1,24,1468,1469.0,L1_S24_D1469,L1_S24_F1468,,24.211
1,24,1470,,,L1_S24_F1470,,24.211
1,24,1471,1472.0,L1_S24_D1472,L1_S24_F1471,,24.211
1,24,1473,,,L1_S24_F1473,,24.211
1,24,1474,,,,L1_S24_F1474,24.211
1,24,1475,1476.0,L1_S24_D1476,L1_S24_F1475,,24.211
1,24,1477,,,L1_S24_F1477,,24.211
1,24,1478,,,,L1_S24_F1478,24.211
1,24,1479,1480.0,L1_S24_D1480,L1_S24_F1479,,24.211
1,24,1481,,,L1_S24_F1481,,24.211
1,24,1482,,,,L1_S24_F1482,24.211
1,24,1483,1484.0,L1_S24_D1484,L1_S24_F1483,,24.211
1,24,1485,,,L1_S24_F1485,,24.211
1,24,1486,,,,L1_S24_F1486,24.211
1,24,1487,1488.0,L1_S24_D1488,L1_S24_F1487,,24.211
1,24,1489,,,L1_S24_F1489,,24.211
1,24,1490,,,,L1_S24_F1490,24.211
1,24,1491,1492.0,L1_S24_D1492,L1_S24_F1491,,24.211
1,24,1493,,,L1_S24_F1493,,24.211
1,24,1494,,,,L1_S24_F1494,24.211
1,24,1495,1496.0,L1_S24_D1496,L1_S24_F1495,,24.211
1,24,1497,,,L1_S24_F1497,,24.211
1,24,1498,,,,L1_S24_F1498,24.211
1,24,1499,1500.0,L1_S24_D1500,L1_S24_F1499,,24.211
1,24,1501,,,L1_S24_F1501,,24.211
1,24,1502,,,,L1_S24_F1502,24.211
1,24,1503,1504.0,L1_S24_D1504,L1_S24_F1503,,24.211
1,24,1505,,,L1_S24_F1505,,24.211
1,24,1506,,,,L1_S24_F1506,24.211
1,24,1507,1508.0,L1_S24_D1508,L1_S24_F1507,,24.211
1,24,1509,,,L1_S24_F1509,,24.3
1,24,1510,1511.0,L1_S24_D1511,L1_S24_F1510,,24.3
1,24,1512,1513.0,L1_S24_D1513,,L1_S24_F1512,24.3
1,24,1514,1515.0,L1_S24_D1515,,L1_S24_F1514,24.3
1,24,1516,1517.0,L1_S24_D1517,,L1_S24_F1516,24.3
1,24,1518,1519.0,L1_S24_D1519,,L1_S24_F1518,24.3
1,24,1520,,,,L1_S24_F1520,24.3
1,24,1521,1522.0,L1_S24_D1522,L1_S24_F1521,,24.301
1,24,1523,,,L1_S24_F1523,,24.301
1,24,1524,,,L1_S24_F1524,,24.301
1,24,1525,,,L1_S24_F1525,,24.301
1,24,1526,1527.0,L1_S24_D1527,L1_S24_F1526,,24.301
1,24,1528,,,L1_S24_F1528,,24.301
1,24,1529,,,L1_S24_F1529,,24.301
1,24,1530,,,L1_S24_F1530,,24.301
1,24,1531,1532.0,L1_S24_D1532,L1_S24_F1531,,24.301
1,24,1533,,,L1_S24_F1533,,24.301
1,24,1534,,,L1_S24_F1534,,24.301
1,24,1535,1536.0,L1_S24_D1536,L1_S24_F1535,,24.301
1,24,1537,,,L1_S24_F1537,,24.301
1,24,1538,,,L1_S24_F1538,,24.301
1,24,1539,,,,L1_S24_F1539,24.301
1,24,1540,1541.0,L1_S24_D1541,L1_S24_F1540,,24.301
1,24,1542,,,L1_S24_F1542,,24.301
1,24,1543,,,L1_S24_F1543,,24.301
1,24,1544,,,,L1_S24_F1544,24.301
1,24,1545,1546.0,L1_S24_D1546,L1_S24_F1545,,24.301
1,24,1547,,,L1_S24_F1547,,24.301
1,24,1548,,,L1_S24_F1548,,24.301
1,24,1549,1550.0,L1_S24_D1550,L1_S24_F1549,,24.301
1,24,1551,,,L1_S24_F1551,,24.301
1,24,1552,,,L1_S24_F1552,,24.301
1,24,1553,1554.0,L1_S24_D1554,L1_S24_F1553,,24.301
1,24,1555,,,L1_S24_F1555,,24.301
1,24,1556,,,L1_S24_F1556,,24.301
1,24,1557,1558.0,L1_S24_D1558,L1_S24_F1557,,24.301
1,24,1559,,,L1_S24_F1559,,24.301
1,24,1560,,,L1_S24_F1560,,24.301
1,24,1561,1562.0,L1_S24_D1562,L1_S24_F1561,,24.302
1,24,1563,,,L1_S24_F1563,,24.302
1,24,1564,,,L1_S24_F1564,,24.302
1,24,1565,1566.0,L1_S24_D1566,,L1_S24_F1565,24.303
1,24,1567,1568.0,L1_S24_D1568,,L1_S24_F1567,24.304
1,24,1569,1570.0,L1_S24_D1570,,L1_S24_F1569,24.305
1,24,1571,1572.0,L1_S24_D1572,,L1_S24_F1571,24.305
1,24,1573,1574.0,L1_S24_D1574,,L1_S24_F1573,24.305
1,24,1575,1576.0,L1_S24_D1576,,L1_S24_F1575,24.306
1,24,1577,,,L1_S24_F1577,,24.306
1,24,1578,1579.0,L1_S24_D1579,,L1_S24_F1578,24.306
1,24,1580,,,L1_S24_F1580,,24.306
1,24,1581,,,,L1_S24_F1581,24.306
1,24,1582,1583.0,L1_S24_D1583,L1_S24_F1582,,24.307
1,24,1584,,,L1_S24_F1584,,24.307
1,24,1585,,,L1_S24_F1585,,24.307
1,24,1586,1587.0,L1_S24_D1587,L1_S24_F1586,,24.307
1,24,1588,,,L1_S24_F1588,,24.307
1,24,1589,,,L1_S24_F1589,,24.307
1,24,1590,1591.0,L1_S24_D1591,L1_S24_F1590,,24.307
1,24,1592,,,L1_S24_F1592,,24.307
1,24,1593,,,L1_S24_F1593,,24.307
1,24,1594,,,,L1_S24_F1594,24.307
1,24,1595,1596.0,L1_S24_D1596,L1_S24_F1595,,24.307
1,24,1597,,,L1_S24_F1597,,24.307
1,24,1598,,,L1_S24_F1598,,24.307
1,24,1599,,,,L1_S24_F1599,24.307
1,24,1600,1601.0,L1_S24_D1601,L1_S24_F1600,,24.307
1,24,1602,,,L1_S24_F1602,,24.307
1,24,1603,,,L1_S24_F1603,,24.307
1,24,1604,,,,L1_S24_F1604,24.307
1,24,1605,1606.0,L1_S24_D1606,L1_S24_F1605,,24.307
1,24,1607,,,L1_S24_F1607,,24.307
1,24,1608,,,L1_S24_F1608,,24.307
1,24,1609,,,,L1_S24_F1609,24.307
1,24,1610,1611.0,L1_S24_D1611,L1_S24_F1610,,24.307
1,24,1612,,,L1_S24_F1612,,24.307
1,24,1613,,,L1_S24_F1613,,24.307
1,24,1614,1615.0,L1_S24_D1615,L1_S24_F1614,,24.307
1,24,1616,,,L1_S24_F1616,,24.307
1,24,1617,,,L1_S24_F1617,,24.307
1,24,1618,1619.0,L1_S24_D1619,L1_S24_F1618,,24.307
1,24,1620,,,L1_S24_F1620,,24.307
1,24,1621,,,L1_S24_F1621,,24.307
1,24,1622,,,,L1_S24_F1622,24.307
1,24,1623,1624.0,L1_S24_D1624,L1_S24_F1623,,24.307
1,24,1625,,,L1_S24_F1625,,24.307
1,24,1626,,,L1_S24_F1626,,24.307
1,24,1627,,,,L1_S24_F1627,24.307
1,24,1628,1629.0,L1_S24_D1629,L1_S24_F1628,,24.307
1,24,1630,,,L1_S24_F1630,,24.307
1,24,1631,,,L1_S24_F1631,,24.307
1,24,1632,,,,L1_S24_F1632,24.307
1,24,1633,1634.0,L1_S24_D1634,L1_S24_F1633,,24.307
1,24,1635,,,L1_S24_F1635,,24.307
1,24,1636,,,L1_S24_F1636,,24.307
1,24,1637,,,,L1_S24_F1637,24.307
1,24,1638,1639.0,L1_S24_D1639,L1_S24_F1638,,24.307
1,24,1640,,,L1_S24_F1640,,24.307
1,24,1641,,,L1_S24_F1641,,24.307
1,24,1642,,,,L1_S24_F1642,24.307
1,24,1643,1644.0,L1_S24_D1644,L1_S24_F1643,,24.307
1,24,1645,,,L1_S24_F1645,,24.307
1,24,1646,,,L1_S24_F1646,,24.307
1,24,1647,,,,L1_S24_F1647,24.307
1,24,1648,1649.0,L1_S24_D1649,L1_S24_F1648,,24.307
1,24,1650,,,L1_S24_F1650,,24.307
1,24,1651,,,L1_S24_F1651,,24.307
1,24,1652,,,,L1_S24_F1652,24.307
1,24,1653,1654.0,L1_S24_D1654,L1_S24_F1653,,24.307
1,24,1655,,,L1_S24_F1655,,24.307
1,24,1656,,,L1_S24_F1656,,24.307
1,24,1657,,,,L1_S24_F1657,24.307
1,24,1658,1659.0,L1_S24_D1659,L1_S24_F1658,,24.307
1,24,1660,,,L1_S24_F1660,,24.307
1,24,1661,,,L1_S24_F1661,,24.307
1,24,1662,,,,L1_S24_F1662,24.307
1,24,1663,1664.0,L1_S24_D1664,L1_S24_F1663,,24.307
1,24,1665,,,L1_S24_F1665,,24.307
1,24,1666,,,L1_S24_F1666,,24.307
1,24,1667,,,,L1_S24_F1667,24.307
1,24,1668,1669.0,L1_S24_D1669,L1_S24_F1668,,24.307
1,24,1670,,,L1_S24_F1670,,24.307
1,24,1671,,,L1_S24_F1671,,24.307
1,24,1672,,,,L1_S24_F1672,24.307
1,24,1673,1674.0,L1_S24_D1674,L1_S24_F1673,,24.308
1,24,1675,,,L1_S24_F1675,,24.308
1,24,1676,,,L1_S24_F1676,,24.308
1,24,1677,1678.0,L1_S24_D1678,L1_S24_F1677,,24.308
1,24,1679,,,L1_S24_F1679,,24.308
1,24,1680,,,L1_S24_F1680,,24.308
1,24,1681,1682.0,L1_S24_D1682,L1_S24_F1681,,24.308
1,24,1683,,,L1_S24_F1683,,24.308
1,24,1684,,,L1_S24_F1684,,24.308
1,24,1685,,,,L1_S24_F1685,24.308
1,24,1686,1687.0,L1_S24_D1687,L1_S24_F1686,,24.308
1,24,1688,,,L1_S24_F1688,,24.308
1,24,1689,,,L1_S24_F1689,,24.308
1,24,1690,,,,L1_S24_F1690,24.308
1,24,1691,1692.0,L1_S24_D1692,L1_S24_F1691,,24.308
1,24,1693,,,L1_S24_F1693,,24.308
1,24,1694,,,L1_S24_F1694,,24.308
1,24,1695,,,,L1_S24_F1695,24.308
1,24,1696,1697.0,L1_S24_D1697,L1_S24_F1696,,24.308
1,24,1698,,,L1_S24_F1698,,24.308
1,24,1699,,,L1_S24_F1699,,24.308
1,24,1700,,,,L1_S24_F1700,24.308
1,24,1701,1702.0,L1_S24_D1702,L1_S24_F1701,,24.308
1,24,1703,,,L1_S24_F1703,,24.308
1,24,1704,,,L1_S24_F1704,,24.308
1,24,1705,1706.0,L1_S24_D1706,L1_S24_F1705,,24.308
1,24,1707,,,L1_S24_F1707,,24.308
1,24,1708,,,L1_S24_F1708,,24.308
1,24,1709,1710.0,L1_S24_D1710,L1_S24_F1709,,24.308
1,24,1711,,,L1_S24_F1711,,24.308
1,24,1712,,,L1_S24_F1712,,24.308
1,24,1713,,,,L1_S24_F1713,24.308
1,24,1714,1715.0,L1_S24_D1715,L1_S24_F1714,,24.308
1,24,1716,,,L1_S24_F1716,,24.308
1,24,1717,,,L1_S24_F1717,,24.308
1,24,1718,,,,L1_S24_F1718,24.308
1,24,1719,1720.0,L1_S24_D1720,L1_S24_F1719,,24.308
1,24,1721,,,L1_S24_F1721,,24.308
1,24,1722,,,L1_S24_F1722,,24.308
1,24,1723,,,,L1_S24_F1723,24.308
1,24,1724,1725.0,L1_S24_D1725,L1_S24_F1724,,24.308
1,24,1726,,,L1_S24_F1726,,24.308
1,24,1727,,,L1_S24_F1727,,24.308
1,24,1728,,,,L1_S24_F1728,24.308
1,24,1729,1730.0,L1_S24_D1730,L1_S24_F1729,,24.308
1,24,1731,,,L1_S24_F1731,,24.308
1,24,1732,,,L1_S24_F1732,,24.308
1,24,1733,,,,L1_S24_F1733,24.308
1,24,1734,1735.0,L1_S24_D1735,L1_S24_F1734,,24.308
1,24,1736,,,L1_S24_F1736,,24.308
1,24,1737,,,L1_S24_F1737,,24.308
1,24,1738,,,,L1_S24_F1738,24.308
1,24,1739,1740.0,L1_S24_D1740,L1_S24_F1739,,24.308
1,24,1741,,,L1_S24_F1741,,24.308
1,24,1742,,,L1_S24_F1742,,24.308
1,24,1743,,,,L1_S24_F1743,24.308
1,24,1744,1745.0,L1_S24_D1745,L1_S24_F1744,,24.308
1,24,1746,,,L1_S24_F1746,,24.308
1,24,1747,,,L1_S24_F1747,,24.308
1,24,1748,,,,L1_S24_F1748,24.308
1,24,1749,1750.0,L1_S24_D1750,L1_S24_F1749,,24.308
1,24,1751,,,L1_S24_F1751,,24.308
1,24,1752,,,L1_S24_F1752,,24.308
1,24,1753,,,,L1_S24_F1753,24.308
1,24,1754,1755.0,L1_S24_D1755,L1_S24_F1754,,24.308
1,24,1756,,,L1_S24_F1756,,24.308
1,24,1757,,,L1_S24_F1757,,24.308
1,24,1758,,,,L1_S24_F1758,24.308
1,24,1759,1760.0,L1_S24_D1760,L1_S24_F1759,,24.308
1,24,1761,,,L1_S24_F1761,,24.308
1,24,1762,,,L1_S24_F1762,,24.308
1,24,1763,,,,L1_S24_F1763,24.308
1,24,1764,1765.0,L1_S24_D1765,L1_S24_F1764,,24.309
1,24,1766,,,L1_S24_F1766,,24.309
1,24,1767,,,L1_S24_F1767,,24.309
1,24,1768,,,,L1_S24_F1768,24.309
1,24,1769,1770.0,L1_S24_D1770,L1_S24_F1769,,24.309
1,24,1771,,,L1_S24_F1771,,24.309
1,24,1772,,,L1_S24_F1772,,24.309
1,24,1773,,,,L1_S24_F1773,24.309
1,24,1774,1775.0,L1_S24_D1775,L1_S24_F1774,,24.309
1,24,1776,,,L1_S24_F1776,,24.309
1,24,1777,,,L1_S24_F1777,,24.309
1,24,1778,,,,L1_S24_F1778,24.309
1,24,1779,1780.0,L1_S24_D1780,L1_S24_F1779,,24.309
1,24,1781,,,L1_S24_F1781,,24.309
1,24,1782,,,L1_S24_F1782,,24.309
1,24,1783,,,,L1_S24_F1783,24.309
1,24,1784,1785.0,L1_S24_D1785,L1_S24_F1784,,24.309
1,24,1786,,,L1_S24_F1786,,24.309
1,24,1787,,,L1_S24_F1787,,24.309
1,24,1788,,,,L1_S24_F1788,24.309
1,24,1789,1790.0,L1_S24_D1790,L1_S24_F1789,,24.309
1,24,1791,,,L1_S24_F1791,,24.309
1,24,1792,,,L1_S24_F1792,,24.309
1,24,1793,,,,L1_S24_F1793,24.309
1,24,1794,1795.0,L1_S24_D1795,L1_S24_F1794,,24.309
1,24,1796,,,L1_S24_F1796,,24.309
1,24,1797,,,L1_S24_F1797,,24.309
1,24,1798,,,,L1_S24_F1798,24.309
1,24,1799,1800.0,L1_S24_D1800,L1_S24_F1799,,24.309
1,24,1801,,,L1_S24_F1801,,24.309
1,24,1802,,,L1_S24_F1802,,24.309
1,24,1803,,,,L1_S24_F1803,24.309
1,24,1804,1805.0,L1_S24_D1805,L1_S24_F1804,,24.309
1,24,1806,,,L1_S24_F1806,,24.309
1,24,1807,,,L1_S24_F1807,,24.309
1,24,1808,1809.0,L1_S24_D1809,,L1_S24_F1808,24.31
1,24,1810,1811.0,L1_S24_D1811,,L1_S24_F1810,24.31
1,24,1812,1813.0,L1_S24_D1813,,L1_S24_F1812,24.31
1,24,1814,1815.0,L1_S24_D1815,,L1_S24_F1814,24.31
1,24,1816,1817.0,L1_S24_D1817,,L1_S24_F1816,24.31
1,24,1818,1819.0,L1_S24_D1819,,L1_S24_F1818,24.31
1,24,1820,1821.0,L1_S24_D1821,,L1_S24_F1820,24.31
1,24,1822,1823.0,L1_S24_D1823,,L1_S24_F1822,24.31
1,24,1824,1825.0,L1_S24_D1825,,L1_S24_F1824,24.31
1,24,1825,1826.0,L1_S24_D1826,,,24.311
1,24,1827,1828.0,L1_S24_D1828,L1_S24_F1827,,24.311
1,24,1829,1830.0,L1_S24_D1830,,L1_S24_F1829,24.311
1,24,1831,1832.0,L1_S24_D1832,,L1_S24_F1831,24.311
1,24,1832,1833.0,L1_S24_D1833,,,24.311
1,24,1834,1835.0,L1_S24_D1835,,L1_S24_F1834,24.311
1,24,1836,1837.0,L1_S24_D1837,,L1_S24_F1836,24.311
1,24,1838,1839.0,L1_S24_D1839,,L1_S24_F1838,24.311
1,24,1840,1841.0,L1_S24_D1841,,L1_S24_F1840,24.311
1,24,1842,1843.0,L1_S24_D1843,,L1_S24_F1842,24.311
1,24,1844,1845.0,L1_S24_D1845,,L1_S24_F1844,24.311
1,24,1846,1847.0,L1_S24_D1847,,L1_S24_F1846,24.311
1,24,1848,1849.0,L1_S24_D1849,,L1_S24_F1848,24.311
1,24,1850,1851.0,L1_S24_D1851,,L1_S24_F1850,24.311
1,25,1852,,,L1_S25_F1852,,25.1
1,25,1853,1854.0,L1_S25_D1854,L1_S25_F1853,,25.1
1,25,1855,,,,L1_S25_F1855,25.1
1,25,1856,1857.0,L1_S25_D1857,L1_S25_F1856,,25.1
1,25,1858,,,,L1_S25_F1858,25.1
1,25,1859,1860.0,L1_S25_D1860,L1_S25_F1859,,25.1
1,25,1861,1862.0,L1_S25_D1862,L1_S25_F1861,,25.1
1,25,1863,1864.0,L1_S25_D1864,L1_S25_F1863,,25.1
1,25,1865,,,,L1_S25_F1865,25.1
1,25,1866,1867.0,L1_S25_D1867,L1_S25_F1866,,25.101
1,25,1868,,,L1_S25_F1868,,25.101
1,25,1869,,,,L1_S25_F1869,25.101
1,25,1870,1871.0,L1_S25_D1871,L1_S25_F1870,,25.101
1,25,1872,,,L1_S25_F1872,,25.101
1,25,1873,,,,L1_S25_F1873,25.101
1,25,1874,1875.0,L1_S25_D1875,L1_S25_F1874,,25.101
1,25,1876,,,L1_S25_F1876,,25.101
1,25,1877,,,,L1_S25_F1877,25.101
1,25,1878,1879.0,L1_S25_D1879,L1_S25_F1878,,25.101
1,25,1880,,,L1_S25_F1880,,25.101
1,25,1881,,,,L1_S25_F1881,25.101
1,25,1882,1883.0,L1_S25_D1883,L1_S25_F1882,,25.102
1,25,1884,,,L1_S25_F1884,,25.102
1,25,1885,,,,L1_S25_F1885,25.102
1,25,1886,1887.0,L1_S25_D1887,L1_S25_F1886,,25.103
1,25,1888,,,L1_S25_F1888,,25.103
1,25,1889,,,L1_S25_F1889,,25.103
1,25,1890,1891.0,L1_S25_D1891,,L1_S25_F1890,25.104
1,25,1892,1893.0,L1_S25_D1893,,L1_S25_F1892,25.104
1,25,1894,1895.0,L1_S25_D1895,,L1_S25_F1894,25.104
1,25,1896,,,,L1_S25_F1896,25.104
1,25,1897,1898.0,L1_S25_D1898,L1_S25_F1897,,25.105
1,25,1899,,,L1_S25_F1899,,25.105
1,25,1900,,,,L1_S25_F1900,25.105
1,25,1901,1902.0,L1_S25_D1902,L1_S25_F1901,,25.106
1,25,1903,,,L1_S25_F1903,,25.106
1,25,1904,,,L1_S25_F1904,,25.106
1,25,1905,1906.0,L1_S25_D1906,L1_S25_F1905,,25.106
1,25,1907,,,L1_S25_F1907,,25.106
1,25,1908,,,L1_S25_F1908,,25.106
1,25,1909,,,,L1_S25_F1909,25.106
1,25,1910,1911.0,L1_S25_D1911,L1_S25_F1910,,25.106
1,25,1912,,,L1_S25_F1912,,25.106
1,25,1913,,,L1_S25_F1913,,25.106
1,25,1914,,,,L1_S25_F1914,25.106
1,25,1915,1916.0,L1_S25_D1916,L1_S25_F1915,,25.106
1,25,1917,,,L1_S25_F1917,,25.106
1,25,1918,,,L1_S25_F1918,,25.106
1,25,1919,,,,L1_S25_F1919,25.106
1,25,1920,1921.0,L1_S25_D1921,L1_S25_F1920,,25.106
1,25,1922,,,L1_S25_F1922,,25.106
1,25,1923,,,L1_S25_F1923,,25.106
1,25,1924,,,,L1_S25_F1924,25.106
1,25,1925,1926.0,L1_S25_D1926,L1_S25_F1925,,25.106
1,25,1927,,,L1_S25_F1927,,25.106
1,25,1928,,,L1_S25_F1928,,25.106
1,25,1929,,,,L1_S25_F1929,25.106
1,25,1930,1931.0,L1_S25_D1931,L1_S25_F1930,,25.106
1,25,1932,,,L1_S25_F1932,,25.106
1,25,1933,,,L1_S25_F1933,,25.106
1,25,1934,1935.0,L1_S25_D1935,L1_S25_F1934,,25.106
1,25,1936,,,L1_S25_F1936,,25.106
1,25,1937,,,L1_S25_F1937,,25.106
1,25,1938,,,,L1_S25_F1938,25.106
1,25,1939,1940.0,L1_S25_D1940,L1_S25_F1939,,25.106
1,25,1941,,,L1_S25_F1941,,25.106
1,25,1942,,,L1_S25_F1942,,25.106
1,25,1943,,,,L1_S25_F1943,25.106
1,25,1944,1945.0,L1_S25_D1945,L1_S25_F1944,,25.106
1,25,1946,,,L1_S25_F1946,,25.106
1,25,1947,,,L1_S25_F1947,,25.106
1,25,1948,,,,L1_S25_F1948,25.106
1,25,1949,1950.0,L1_S25_D1950,L1_S25_F1949,,25.106
1,25,1951,,,L1_S25_F1951,,25.106
1,25,1952,,,L1_S25_F1952,,25.106
1,25,1953,,,,L1_S25_F1953,25.106
1,25,1954,1955.0,L1_S25_D1955,L1_S25_F1954,,25.106
1,25,1956,,,L1_S25_F1956,,25.106
1,25,1957,,,L1_S25_F1957,,25.106
1,25,1958,,,,L1_S25_F1958,25.106
1,25,1959,1960.0,L1_S25_D1960,L1_S25_F1959,,25.106
1,25,1961,,,L1_S25_F1961,,25.106
1,25,1962,,,L1_S25_F1962,,25.106
1,25,1963,,,,L1_S25_F1963,25.106
1,25,1964,1965.0,L1_S25_D1965,L1_S25_F1964,,25.106
1,25,1966,,,L1_S25_F1966,,25.106
1,25,1967,,,L1_S25_F1967,,25.106
1,25,1968,,,,L1_S25_F1968,25.106
1,25,1969,1970.0,L1_S25_D1970,L1_S25_F1969,,25.106
1,25,1971,,,L1_S25_F1971,,25.106
1,25,1972,,,L1_S25_F1972,,25.106
1,25,1973,,,,L1_S25_F1973,25.106
1,25,1974,1975.0,L1_S25_D1975,L1_S25_F1974,,25.106
1,25,1976,,,L1_S25_F1976,,25.106
1,25,1977,,,L1_S25_F1977,,25.106
1,25,1978,,,,L1_S25_F1978,25.106
1,25,1979,1980.0,L1_S25_D1980,L1_S25_F1979,,25.107
1,25,1981,,,L1_S25_F1981,,25.107
1,25,1982,,,L1_S25_F1982,,25.107
1,25,1983,1984.0,L1_S25_D1984,L1_S25_F1983,,25.107
1,25,1985,,,L1_S25_F1985,,25.107
1,25,1986,,,L1_S25_F1986,,25.107
1,25,1987,,,,L1_S25_F1987,25.107
1,25,1988,1989.0,L1_S25_D1989,L1_S25_F1988,,25.107
1,25,1990,,,L1_S25_F1990,,25.107
1,25,1991,,,L1_S25_F1991,,25.107
1,25,1992,,,,L1_S25_F1992,25.107
1,25,1993,1994.0,L1_S25_D1994,L1_S25_F1993,,25.107
1,25,1995,,,L1_S25_F1995,,25.107
1,25,1996,,,L1_S25_F1996,,25.107
1,25,1997,,,,L1_S25_F1997,25.107
1,25,1998,1999.0,L1_S25_D1999,L1_S25_F1998,,25.107
1,25,2000,,,L1_S25_F2000,,25.107
1,25,2001,,,L1_S25_F2001,,25.107
1,25,2002,,,,L1_S25_F2002,25.107
1,25,2003,2004.0,L1_S25_D2004,L1_S25_F2003,,25.107
1,25,2005,,,L1_S25_F2005,,25.107
1,25,2006,,,L1_S25_F2006,,25.107
1,25,2007,,,,L1_S25_F2007,25.107
1,25,2008,2009.0,L1_S25_D2009,L1_S25_F2008,,25.107
1,25,2010,,,L1_S25_F2010,,25.107
1,25,2011,,,L1_S25_F2011,,25.107
1,25,2012,2013.0,L1_S25_D2013,L1_S25_F2012,,25.107
1,25,2014,,,L1_S25_F2014,,25.107
1,25,2015,,,L1_S25_F2015,,25.107
1,25,2016,,,,L1_S25_F2016,25.107
1,25,2017,2018.0,L1_S25_D2018,L1_S25_F2017,,25.107
1,25,2019,,,L1_S25_F2019,,25.107
1,25,2020,,,L1_S25_F2020,,25.107
1,25,2021,,,,L1_S25_F2021,25.107
1,25,2022,2023.0,L1_S25_D2023,L1_S25_F2022,,25.107
1,25,2024,,,L1_S25_F2024,,25.107
1,25,2025,,,L1_S25_F2025,,25.107
1,25,2026,,,,L1_S25_F2026,25.107
1,25,2027,2028.0,L1_S25_D2028,L1_S25_F2027,,25.107
1,25,2029,,,L1_S25_F2029,,25.107
1,25,2030,,,L1_S25_F2030,,25.107
1,25,2031,,,,L1_S25_F2031,25.107
1,25,2032,2033.0,L1_S25_D2033,L1_S25_F2032,,25.107
1,25,2034,,,L1_S25_F2034,,25.107
1,25,2035,,,L1_S25_F2035,,25.107
1,25,2036,,,,L1_S25_F2036,25.107
1,25,2037,2038.0,L1_S25_D2038,L1_S25_F2037,,25.107
1,25,2039,,,L1_S25_F2039,,25.107
1,25,2040,,,L1_S25_F2040,,25.107
1,25,2041,,,,L1_S25_F2041,25.107
1,25,2042,2043.0,L1_S25_D2043,L1_S25_F2042,,25.107
1,25,2044,,,L1_S25_F2044,,25.107
1,25,2045,,,L1_S25_F2045,,25.107
1,25,2046,,,,L1_S25_F2046,25.107
1,25,2047,2048.0,L1_S25_D2048,L1_S25_F2047,,25.107
1,25,2049,,,L1_S25_F2049,,25.107
1,25,2050,,,L1_S25_F2050,,25.107
1,25,2051,,,,L1_S25_F2051,25.107
1,25,2052,2053.0,L1_S25_D2053,L1_S25_F2052,,25.107
1,25,2054,,,L1_S25_F2054,,25.107
1,25,2055,,,L1_S25_F2055,,25.107
1,25,2056,,,,L1_S25_F2056,25.107
1,25,2057,2058.0,L1_S25_D2058,L1_S25_F2057,,25.108
